category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0060078	0.554197527044224	0.824924251893369	1	8	regulation of postsynaptic membrane potential	BP	1	1
GO:0071559	0.554222943877604	0.817526419599787	1	13	response to transforming growth factor beta	BP	1	1
GO:0071560	0.554222943877604	0.817526419599787	1	13	cellular response to transforming growth factor beta stimulus	BP	1	1
GO:0016884	0.554733391731573	0.822370286928753	1	9	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	MF	1	1
GO:0016126	0.554879563395222	0.726101387816172	2	23	sterol biosynthetic process	BP	1	1
GO:0090158	0.555075583860209	0.820398216660926	1	10	endoplasmic reticulum membrane organization	BP	1	1
GO:0120014	0.555573993860901	0.817462856788162	1	12	phospholipid transfer activity	MF	1	1
GO:0016874	0.555660733936238	0.564464022848359	12	146	ligase activity	MF	1	1
GO:1901385	0.555807160597536	0.826530721530392	1	7	regulation of voltage-gated calcium channel activity	BP	1	1
GO:0045456	0.555814117277333	0.723882986328238	2	26	ecdysteroid biosynthetic process	BP	1	1
GO:0120178	0.555814117277333	0.723882986328238	2	26	steroid hormone biosynthetic process	BP	1	1
GO:0030239	0.556067905515344	0.629462485044863	5	49	myofibril assembly	BP	1	1
GO:0055002	0.556067905515344	0.629462485044863	5	49	striated muscle cell development	BP	1	1
GO:0030104	0.5562287679156	0.821243345697173	1	9	water homeostasis	BP	1	1
GO:0042181	0.556437339116634	0.675776137059764	3	42	ketone biosynthetic process	BP	1	1
GO:0008540	0.556722816997476	0.816578471321457	1	12	proteasome regulatory particle, base subcomplex	CC	1	1
GO:1901361	0.557277138035276	0.546760405662082	16	210	organic cyclic compound catabolic process	BP	1	1
GO:0034311	0.557838124537245	0.816885489941714	1	11	diol metabolic process	BP	1	1
GO:0034312	0.557838124537245	0.816885489941714	1	11	diol biosynthetic process	BP	1	1
GO:0035010	0.557858675107364	0.647460834103612	4	43	encapsulation of foreign target	BP	1	1
GO:0004714	0.557908358527105	0.727665765828118	2	17	transmembrane receptor protein tyrosine kinase activity	MF	1	1
GO:0002020	0.557953416315822	0.818205798029513	1	10	protease binding	MF	1	1
GO:0090482	0.55806943371323	0.819849456870086	1	9	vitamin transmembrane transporter activity	MF	1	1
GO:0007402	0.558153339572765	0.824795636503902	1	7	ganglion mother cell fate determination	BP	1	1
GO:0043235	0.55817820994329	0.589899469527402	8	77	receptor complex	CC	1	1
GO:0060548	0.558957169551078	0.560608950177792	12	162	negative regulation of cell death	BP	1	1
GO:0007614	0.559281064299794	0.677396159603701	3	28	short-term memory	BP	1	1
GO:0007343	0.559416339045733	0.815668180627212	1	11	egg activation	BP	1	1
GO:0032418	0.559451333767204	0.815641125822769	1	11	lysosome localization	BP	1	1
GO:1990849	0.559451333767204	0.815641125822769	1	11	vacuolar localization	BP	1	1
GO:0007370	0.559630096407451	0.722936701040052	2	21	ventral furrow formation	BP	1	1
GO:0030864	0.559844660570145	0.724983576274662	2	18	cortical actin cytoskeleton	CC	1	1
GO:0016239	0.560009022575366	0.722591495185647	2	21	positive regulation of macroautophagy	BP	1	1
GO:0032008	0.560028883019892	0.674048722794976	3	35	positive regulation of TOR signaling	BP	1	1
GO:0031369	0.560821066877954	0.719730820227634	2	25	translation initiation factor binding	MF	1	1
GO:0032982	0.560999313303118	0.822674824418584	1	7	myosin filament	CC	1	1
GO:0005154	0.561276368043758	0.817403085517164	1	9	epidermal growth factor receptor binding	MF	1	1
GO:0030855	0.562299689349986	0.507542837639722	37	400	epithelial cell differentiation	BP	1	1
GO:0045313	0.562562068641301	0.816415903408277	1	9	rhabdomere membrane biogenesis	BP	1	1
GO:1903076	0.563022993329969	0.816061101969451	1	9	regulation of protein localization to plasma membrane	BP	1	1
GO:0043243	0.563026695603458	0.816058250189474	1	9	positive regulation of protein-containing complex disassembly	BP	1	1
GO:0097150	0.563103381839834	0.815999173604632	1	9	neuronal stem cell population maintenance	BP	1	1
GO:0032783	0.564258518759127	0.817335011797084	1	8	super elongation complex	CC	1	1
GO:0002118	0.564704641378189	0.718968215449233	2	20	aggressive behavior	BP	1	1
GO:0072375	0.564897167104784	0.720382744970294	2	18	medium-term memory	BP	1	1
GO:0070278	0.564963469072858	0.814562199461488	1	9	extracellular matrix constituent secretion	BP	1	1
GO:0009408	0.565096935409418	0.602287627918781	6	82	response to heat	BP	1	1
GO:0010896	0.565400928490997	0.814223123975263	1	9	regulation of triglyceride catabolic process	BP	1	1
GO:0070003	0.565578150834836	0.808651927636812	1	13	threonine-type peptidase activity	MF	1	1
GO:0046578	0.565660380633814	0.582050723975023	8	80	regulation of Ras protein signal transduction	BP	1	1
GO:0034754	0.566130599582387	0.637285402940012	4	54	cellular hormone metabolic process	BP	1	1
GO:1903688	0.566145926987436	0.640393852959345	4	39	positive regulation of border follicle cell migration	BP	1	1
GO:0007095	0.566416529432411	0.811651852902307	1	10	mitotic G2 DNA damage checkpoint signaling	BP	1	1
GO:0044295	0.566517834359066	0.719846154495728	2	17	axonal growth cone	CC	1	1
GO:0097237	0.566854616233067	0.804789300890852	1	17	cellular response to toxic substance	BP	1	1
GO:1990748	0.566854616233067	0.804789300890852	1	17	cellular detoxification	BP	1	1
GO:0017025	0.56715500795591	0.808412898356056	1	12	TBP-class protein binding	MF	1	1
GO:0015347	0.567653517832278	0.814723496074129	1	8	sodium-independent organic anion transmembrane transporter activity	MF	1	1
GO:0043252	0.567653517832278	0.814723496074129	1	8	sodium-independent organic anion transport	BP	1	1
GO:0004558	0.5685745202884	0.809954956498149	1	10	alpha-1,4-glucosidase activity	MF	1	1
GO:0032450	0.5685745202884	0.809954956498149	1	10	maltose alpha-glucosidase activity	MF	1	1
GO:0042383	0.569475254124543	0.811044424542372	1	9	sarcolemma	CC	1	1
GO:0055067	0.569713857454716	0.636052942651527	4	42	monovalent inorganic cation homeostasis	BP	1	1
GO:0051016	0.569873745037445	0.808928243661767	1	10	barbed-end actin filament capping	BP	1	1
GO:0097320	0.570897278775558	0.812204124205972	1	8	plasma membrane tubulation	BP	1	1
GO:0008237	0.571059531409486	0.540339360110093	14	163	metallopeptidase activity	MF	1	1
GO:0005903	0.571217254443442	0.811954315944029	1	8	brush border	CC	1	1
GO:0003688	0.571362263734581	0.809559494367236	1	9	DNA replication origin binding	MF	1	1
GO:0090308	0.571566285493307	0.80939845984691	1	9	regulation of DNA methylation-dependent heterochromatin formation	BP	1	1
GO:0002067	0.571630793556667	0.809347523849295	1	9	glandular epithelial cell differentiation	BP	1	1
GO:0035883	0.571630793556667	0.809347523849295	1	9	enteroendocrine cell differentiation	BP	1	1
GO:0000779	0.571691388448773	0.632239034814848	4	51	condensed chromosome, centromeric region	CC	1	1
GO:0097190	0.572384290169709	0.631075194871745	4	54	apoptotic signaling pathway	BP	1	1
GO:0080025	0.572395446794287	0.811032485884733	1	8	phosphatidylinositol-3,5-bisphosphate binding	MF	1	1
GO:0098657	0.572443675863391	0.633343938526459	4	42	import into cell	BP	1	1
GO:0004568	0.573627593032081	0.804454743026844	1	11	chitinase activity	MF	1	1
GO:0007386	0.573652903135859	0.807746035122819	1	9	compartment pattern specification	BP	1	1
GO:0030277	0.573801919619529	0.809927910517183	1	8	maintenance of gastrointestinal epithelium	BP	1	1
GO:0060729	0.573801919619529	0.809927910517183	1	8	intestinal epithelial structure maintenance	BP	1	1
GO:0009165	0.57385403575566	0.556804129731442	10	130	nucleotide biosynthetic process	BP	1	1
GO:0032465	0.573882586485681	0.710465012216493	2	20	regulation of cytokinesis	BP	1	1
GO:0071704	0.574040323205824	0.453419704220728	423	6081	organic substance metabolic process	BP	1	1
GO:0051276	0.574731928997757	0.505873001619712	27	328	chromosome organization	BP	1	1
GO:0140115	0.574786474341528	0.806844163384411	1	9	export across plasma membrane	BP	1	1
GO:0007305	0.574993568141509	0.801072289706292	1	13	vitelline membrane formation involved in chorion-containing eggshell formation	BP	1	1
GO:0030704	0.574993568141509	0.801072289706292	1	13	vitelline membrane formation	BP	1	1
GO:0035803	0.574993568141509	0.801072289706292	1	13	egg coat formation	BP	1	1
GO:0016281	0.575135494557069	0.803237918543942	1	11	eukaryotic translation initiation factor 4F complex	CC	1	1
GO:0032880	0.575705428940241	0.555801000904875	10	112	regulation of protein localization	BP	1	1
GO:0000289	0.575758316598945	0.709477349826144	2	19	nuclear-transcribed mRNA poly(A) tail shortening	BP	1	1
GO:0032272	0.575776279975203	0.708691563220073	2	20	negative regulation of protein polymerization	BP	1	1
GO:0032365	0.57610671034058	0.798495973546709	1	15	intracellular lipid transport	BP	1	1
GO:0036090	0.576443513395593	0.807841108033423	1	8	cleavage furrow ingression	BP	1	1
GO:0019228	0.576797144621795	0.807560531489121	1	8	neuronal action potential	BP	1	1
GO:0005158	0.577289819991153	0.798295199342775	1	14	insulin receptor binding	MF	1	1
GO:0043073	0.57742776829083	0.705247171949819	2	23	germ cell nucleus	CC	1	1
GO:0042337	0.577709417895676	0.656569555957066	3	36	cuticle development involved in chitin-based cuticle molting cycle	BP	1	1
GO:0008015	0.577767684947034	0.657123843187998	3	34	blood circulation	BP	1	1
GO:0060047	0.577767684947034	0.657123843187998	3	34	heart contraction	BP	1	1
GO:0048067	0.577818758703131	0.706076728800729	2	21	cuticle pigmentation	BP	1	1
GO:1903421	0.57809875427852	0.806525332304858	1	8	regulation of synaptic vesicle recycling	BP	1	1
GO:0097720	0.578219996450406	0.804094388020404	1	9	calcineurin-mediated signaling	BP	1	1
GO:0042685	0.578346069175157	0.806328195248099	1	8	cardioblast cell fate specification	BP	1	1
GO:0003725	0.578408542206647	0.703797513756817	2	24	double-stranded RNA binding	MF	1	1
GO:0016198	0.57950510590927	0.657814057967323	3	28	axon choice point recognition	BP	1	1
GO:0032786	0.580024080710743	0.703991752431692	2	21	positive regulation of DNA-templated transcription, elongation	BP	1	1
GO:0046890	0.580609320103284	0.699999534249213	2	28	regulation of lipid biosynthetic process	BP	1	1
GO:0042555	0.580887582929617	0.804294122389629	1	8	MCM complex	CC	1	1
GO:0035002	0.581099651358957	0.701239588183235	2	24	liquid clearance, open tracheal system	BP	1	1
GO:0006390	0.581178189372192	0.798308710734877	1	11	mitochondrial transcription	BP	1	1
GO:0016772	0.58124751081237	0.488952357430552	36	410	transferase activity, transferring phosphorus-containing groups	MF	1	1
GO:0071480	0.581299810880329	0.796945430885407	1	12	cellular response to gamma radiation	BP	1	1
GO:0071230	0.581539448242873	0.795681822957096	1	13	cellular response to amino acid stimulus	BP	1	1
GO:0008308	0.581541864395101	0.80140801145306	1	9	voltage-gated anion channel activity	MF	1	1
GO:1900182	0.581817435385414	0.803546174637574	1	8	positive regulation of protein localization to nucleus	BP	1	1
GO:0080009	0.582274815253661	0.800811809136013	1	9	mRNA methylation	BP	1	1
GO:0006044	0.582388898509996	0.7988394606887	1	10	N-acetylglucosamine metabolic process	BP	1	1
GO:0051172	0.583140671613565	0.47778410494242	48	592	negative regulation of nitrogen compound metabolic process	BP	1	1
GO:0043162	0.58341258403461	0.79320534624738	1	14	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	1	1
GO:0051650	0.583425438971629	0.585886407921921	6	62	establishment of vesicle localization	BP	1	1
GO:0061462	0.583496912832107	0.799814919642361	1	9	protein localization to lysosome	BP	1	1
GO:0008090	0.584268795726427	0.795754541745975	1	11	retrograde axonal transport	BP	1	1
GO:0046579	0.584506772643355	0.621252692163039	4	42	positive regulation of Ras protein signal transduction	BP	1	1
GO:0051057	0.584506772643355	0.621252692163039	4	42	positive regulation of small GTPase mediated signal transduction	BP	1	1
GO:0051246	0.584842113624544	0.478468772284204	44	573	regulation of protein metabolic process	BP	1	1
GO:0006612	0.585083905389675	0.646367455627855	3	50	protein targeting to membrane	BP	1	1
GO:0009058	0.585100490467155	0.447838603109669	195	2917	biosynthetic process	BP	1	1
GO:0071826	0.585297167952656	0.559081718547146	8	126	ribonucleoprotein complex subunit organization	BP	1	1
GO:0043085	0.585488563002698	0.515468598457736	17	196	positive regulation of catalytic activity	BP	1	1
GO:0032012	0.58551599179575	0.800551139144409	1	8	regulation of ARF protein signal transduction	BP	1	1
GO:0098827	0.585622574404844	0.514133554135696	17	262	endoplasmic reticulum subcompartment	CC	1	1
GO:0015175	0.585791675404466	0.797933536013804	1	9	neutral amino acid transmembrane transporter activity	MF	1	1
GO:0061174	0.586007043019409	0.650905526341393	3	29	type I terminal bouton	CC	1	1
GO:0002921	0.586123632878618	0.69642857112492	2	24	negative regulation of humoral immune response	BP	1	1
GO:0000014	0.586158262832624	0.790096116717632	1	15	single-stranded DNA endodeoxyribonuclease activity	MF	1	1
GO:1901576	0.586255538299047	0.44678704511274	193	2892	organic substance biosynthetic process	BP	1	1
GO:0035221	0.586496403834156	0.7997518245507	1	8	genital disc pattern formation	BP	1	1
GO:0035224	0.586496403834156	0.7997518245507	1	8	genital disc anterior/posterior pattern formation	BP	1	1
GO:0050730	0.586510850190882	0.79543660745702	1	10	regulation of peptidyl-tyrosine phosphorylation	BP	1	1
GO:0031058	0.586912809823216	0.697421186192737	2	21	positive regulation of histone modification	BP	1	1
GO:0015141	0.586921080883845	0.791174481870509	1	13	succinate transmembrane transporter activity	MF	1	1
GO:0007265	0.587075174409589	0.528168275303968	13	147	Ras protein signal transduction	BP	1	1
GO:0052548	0.587081805345812	0.645772664208813	3	42	regulation of endopeptidase activity	BP	1	1
GO:1900542	0.587600202485095	0.796442020370833	1	9	regulation of purine nucleotide metabolic process	BP	1	1
GO:0090140	0.587682106672038	0.790531523483903	1	13	regulation of mitochondrial fission	BP	1	1
GO:0090068	0.587828615777397	0.595682618130115	5	60	positive regulation of cell cycle process	BP	1	1
GO:0010634	0.588279157312142	0.617975250643881	4	40	positive regulation of epithelial cell migration	BP	1	1
GO:0032233	0.588453371425224	0.798149542538632	1	8	positive regulation of actin filament bundle assembly	BP	1	1
GO:0033314	0.588534978986853	0.793750839960229	1	10	mitotic DNA replication checkpoint signaling	BP	1	1
GO:0045807	0.588680717586118	0.617567552745492	4	40	positive regulation of endocytosis	BP	1	1
GO:0006879	0.58889840482833	0.789501042042487	1	13	cellular iron ion homeostasis	BP	1	1
GO:0031445	0.589104996258778	0.695311758421853	2	21	regulation of heterochromatin formation	BP	1	1
GO:0120261	0.589104996258778	0.695311758421853	2	21	regulation of heterochromatin organization	BP	1	1
GO:0004712	0.589278767058542	0.793128928879502	1	10	protein serine/threonine/tyrosine kinase activity	MF	1	1
GO:0000712	0.58995250455081	0.790998172339663	1	11	resolution of meiotic recombination intermediates	BP	1	1
GO:0007611	0.590170640325745	0.514275459409868	16	165	learning or memory	BP	1	1
GO:0016006	0.590250340603107	0.792314561140182	1	10	Nebenkern	CC	1	1
GO:0042246	0.590504288192545	0.692730070221878	2	23	tissue regeneration	BP	1	1
GO:0051287	0.590842363041053	0.64268070485717	3	39	NAD binding	MF	1	1
GO:0042052	0.590876312920539	0.614295214828629	4	44	rhabdomere development	BP	1	1
GO:0007367	0.591277379983302	0.615221568771309	4	39	segment polarity determination	BP	1	1
GO:1901654	0.59145435060759	0.592734691224068	5	55	response to ketone	BP	1	1
GO:0031418	0.591500356132942	0.690285469205528	2	26	L-ascorbic acid binding	MF	1	1
GO:0046887	0.591559407215081	0.791213723089437	1	10	positive regulation of hormone secretion	BP	1	1
GO:0005991	0.591750331067124	0.792989890011099	1	9	trehalose metabolic process	BP	1	1
GO:0051651	0.59213435339835	0.643913795133857	3	31	maintenance of location in cell	BP	1	1
GO:0030431	0.592363956163967	0.562984848317808	7	87	sleep	BP	1	1
GO:0048066	0.592573813432285	0.563103358886374	7	83	developmental pigmentation	BP	1	1
GO:0061572	0.593513827758238	0.612643122659958	4	40	actin filament bundle organization	BP	1	1
GO:0043186	0.593598427059023	0.611284116406952	4	45	P granule	CC	1	1
GO:0035099	0.593625098966487	0.691651195800091	2	20	hemocyte migration	BP	1	1
GO:0005811	0.593715936304366	0.688122576069297	2	26	lipid droplet	CC	1	1
GO:0005179	0.593831982442787	0.682923804061989	2	48	hormone activity	MF	1	1
GO:0000027	0.594405880841431	0.782308951155378	1	16	ribosomal large subunit assembly	BP	1	1
GO:0071702	0.594565468918148	0.458298090308086	64	827	organic substance transport	BP	1	1
GO:0007212	0.594657111049183	0.788592286623934	1	10	dopamine receptor signaling pathway	BP	1	1
GO:1900076	0.595025249889501	0.609821829993191	4	45	regulation of cellular response to insulin stimulus	BP	1	1
GO:0017101	0.595166253677348	0.788159197979937	1	10	aminoacyl-tRNA synthetase multienzyme complex	CC	1	1
GO:0071481	0.595190285926797	0.788138740004047	1	10	cellular response to X-ray	BP	1	1
GO:0060026	0.595284123237975	0.792485199359784	1	8	convergent extension	BP	1	1
GO:0043130	0.595332728846313	0.638398491388144	3	38	ubiquitin binding	MF	1	1
